city,fips_regions,lon,lat,state,zipcode
"Hoboken",34,-74.0241,40.7461,"NJ",7030
"North Arlington",34,-74.1299,40.7907,"NJ",7031
"Kearny",34,-74.1181,40.7594,"NJ",7032
"Kenilworth",34,-74.2913,40.6772,"NJ",7033
"Lake Hiawatha",34,-74.3793,40.8822,"NJ",7034
"Lincoln Park",34,-74.306,40.9239,"NJ",7035
"Linden",34,-74.2355,40.6274,"NJ",7036
"Livingston",34,-74.3236,40.793,"NJ",7039
"Maplewood",34,-74.2708,40.7313,"NJ",7040
"Millburn",34,-74.303,40.7234,"NJ",7041
"Montclair",34,-74.2121,40.8219,"NJ",7042
"Verona",34,-74.2473,40.8367,"NJ",7044
"Montville",34,-74.3646,40.9024,"NJ",7045
"Mountain Lakes",34,-74.435,40.8924,"NJ",7046
"North Bergen",34,-74.0241,40.8054,"NJ",7047
"Orange",34,-74.2326,40.768,"NJ",7050
"Orange",34,-74.2333,40.7708,"NJ",7051
"West Orange",34,-74.2531,40.7832,"NJ",7052
"Parsippany",34,-74.3939,40.862,"NJ",7054
"Passaic",34,-74.1299,40.8598,"NJ",7055
"Wallington",34,-74.1034,40.8536,"NJ",7057
"Pine Brook",34,-74.3441,40.8626,"NJ",7058
"Warren",34,-74.5112,40.6209,"NJ",7059
"Plainfield",34,-74.4232,40.6137,"NJ",7060
"Plainfield",34,-74.41,40.63,"NJ",7061
"Plainfield",34,-74.3998,40.6303,"NJ",7062
"Plainfield",34,-74.4438,40.6042,"NJ",7063
"Port Reading",34,-74.2443,40.5716,"NJ",7064
"Rahway",34,-74.2825,40.6042,"NJ",7065
"Clark",34,-74.3177,40.619,"NJ",7066
"Colonia",34,-74.3177,40.5892,"NJ",7067
"Roseland",34,-74.3177,40.8268,"NJ",7068
"Watchung",34,-74.435,40.6451,"NJ",7069
"Rutherford",34,-74.1093,40.8248,"NJ",7070
"Lyndhurst",34,-74.1181,40.8088,"NJ",7071
"Carlstadt",34,-74.0594,40.8202,"NJ",7072
"East Rutherford",34,-74.0829,40.8137,"NJ",7073
"Moonachie",34,-74.0564,40.842,"NJ",7074
"Wood-Ridge",34,-74.0917,40.8519,"NJ",7075
"Scotch Plains",34,-74.3646,40.6255,"NJ",7076
"Sewaren",34,-74.2619,40.5542,"NJ",7077
"Short Hills",34,-74.3294,40.7394,"NJ",7078
"South Orange",34,-74.259,40.7494,"NJ",7079
"South Plainfield",34,-74.4174,40.5683,"NJ",7080
"Springfield",34,-74.3294,40.6999,"NJ",7081
"Towaco",34,-74.3411,40.9287,"NJ",7082
"Union",34,-74.2531,40.6843,"NJ",7083
"Weehawken Township",34,-74.0153,40.7671,"NJ",7086
"Union City",34,-74.0271,40.7737,"NJ",7087
"Vauxhall",34,-74.2869,40.7175,"NJ",7088
"Westfield",34,-74.3411,40.652,"NJ",7090
"Westfield",34,-74.3479,40.6589,"NJ",7091
"Mountainside",34,-74.3646,40.6849,"NJ",7092
"West New York",34,-74.0094,40.786,"NJ",7093
"Secaucus",34,-74.0711,40.7824,"NJ",7094
"Woodbridge",34,-74.2825,40.5546,"NJ",7095
"Jersey City",34,-74.0775,40.7286,"NJ",7097
"Kearny",34,-74.1255,40.7468,"NJ",7099
"Newark",34,-74.1725,40.7357,"NJ",7101
"Newark",34,-74.1739,40.7351,"NJ",7102
"Newark",34,-74.1974,40.7384,"NJ",7103
"Newark",34,-74.1651,40.7759,"NJ",7104
"Newark",34,-74.1416,40.7231,"NJ",7105
"Newark",34,-74.2326,40.7433,"NJ",7106
"Newark",34,-74.1856,40.7664,"NJ",7107
"Newark",34,-74.1974,40.7235,"NJ",7108
"Belleville",34,-74.1651,40.7956,"NJ",7109
"Nutley",34,-74.1534,40.8236,"NJ",7110
"Irvington",34,-74.2355,40.7165,"NJ",7111
"Newark",34,-74.2121,40.7132,"NJ",7112
"Newark",34,-74.1651,40.6967,"NJ",7114
"Newark",34,-74.1732,40.7325,"NJ",7175
"Newark",34,-74.1725,40.7357,"NJ",7182
"Newark",34,-74.1725,40.7357,"NJ",7189
"Newark",34,-74.1725,40.7357,"NJ",7195
"Newark",34,-74.1725,40.7357,"NJ",7197
"Elizabeth",34,-74.1651,40.667,"NJ",7201
"Elizabeth",34,-74.215,40.6518,"NJ",7202
"Roselle",34,-74.2708,40.6521,"NJ",7203
"Roselle Park",34,-74.2678,40.6641,"NJ",7204
"Hillside",34,-74.2238,40.6951,"NJ",7205
"Elizabethport",34,-74.1915,40.6534,"NJ",7206
"Elizabeth",34,-74.2199,40.66,"NJ",7207
"Elizabeth",34,-74.2209,40.6724,"NJ",7208
"Jersey City",34,-74.0447,40.7218,"NJ",7302
"Jersey City",34,-74.0400,40.72,"NJ",7303
"Jersey City",34,-74.0741,40.7161,"NJ",7304
"Jersey City",34,-74.0888,40.7009,"NJ",7305
"Jersey City",34,-74.0711,40.733,"NJ",7306
"Jersey City",34,-74.0564,40.7482,"NJ",7307
"Jersey City",34,-74.033,40.7301,"NJ",7310
"Jersey City",34,-74.0599,40.7246,"NJ",7311
"Jersey City",34,-74.08,40.73,"NJ",7395
"Jersey City",34,-74.0784,40.7282,"NJ",7399
"Allendale",34,-74.1299,41.0371,"NJ",7401
"Bloomingdale",34,-74.3294,41.0256,"NJ",7403
"Butler",34,-74.3822,40.9887,"NJ",7405
"Elmwood Park",34,-74.1181,40.9074,"NJ",7407
"Fair Lawn",34,-74.1181,40.937,"NJ",7410
"Franklin",34,-74.5991,41.112,"NJ",7416
"Franklin Lakes",34,-74.2062,41.0134,"NJ",7417
"Glenwood",34,-74.4819,41.2433,"NJ",7418
"Hamburg",34,-74.5580,41.1408,"NJ",7419
"Hewitt",34,-74.3705,41.1739,"NJ",7421
"Highland Lake",34,-74.4408,41.1836,"NJ",7422
"Ho-Ho-Kus",34,-74.0976,41.0006,"NJ",7423
"McAfee",34,-74.5179,41.1812,"NJ",7428
"Mahwah",34,-74.1827,41.0888,"NJ",7430
"Midland Park",34,-74.1387,40.9965,"NJ",7432
"Newfoundland",34,-74.4232,41.0583,"NJ",7435
"Oakland",34,-74.2355,41.0322,"NJ",7436
"Oak Ridge",34,-74.5112,41.036,"NJ",7438
"Ogdensburg",34,-74.5991,41.0825,"NJ",7439
"Pequannock",34,-74.2972,40.9448,"NJ",7440
"Pompton Lakes",34,-74.2854,41.0023,"NJ",7442
"Pompton Plains",34,-74.306,40.9633,"NJ",7444
"Ramsey",34,-74.1357,41.0625,"NJ",7446
"Ridgewood",34,-74.1064,40.9846,"NJ",7450
"Ridgewood",34,-74.12,40.98,"NJ",7451
"Glen Rock",34,-74.1299,40.9584,"NJ",7452
"Ringwood",34,-74.2884,41.0937,"NJ",7456
"Riverdale",34,-74.3177,40.9945,"NJ",7457
"Saddle River",34,-74.0946,41.042,"NJ",7458
"Stockholm",34,-74.5112,41.1147,"NJ",7460
"Sussex",34,-74.64,41.2404,"NJ",7461
"Vernon",34,-74.4936,41.1958,"NJ",7462
"Waldwick",34,-74.1269,41.0146,"NJ",7463
"Wanaque",34,-74.2942,41.0601,"NJ",7465
"Wayne",34,-74.2531,40.9411,"NJ",7470
"Wayne",34,-74.2600,40.91,"NJ",7474
"West Milford",34,-74.3822,41.1068,"NJ",7480
"Wyckoff",34,-74.1651,41.0027,"NJ",7481
"Mahwah",34,-74.164,41.1037,"NJ",7495
"Paterson",34,-74.1622,40.9112,"NJ",7501
"Paterson",34,-74.1974,40.9161,"NJ",7502
"Paterson",34,-74.1563,40.8955,"NJ",7503
"Paterson",34,-74.1387,40.9128,"NJ",7504
"Paterson",34,-74.1724,40.9163,"NJ",7505
"Hawthorne",34,-74.1534,40.9617,"NJ",7506
"Hawthorne",34,-74.1500,40.95,"NJ",7507
"Haledon",34,-74.1886,40.9568,"NJ",7508
"Paterson",34,-74.17,40.91,"NJ",7509
"Paterson",34,-74.1684,40.914,"NJ",7510
"Paterson",34,-74.1723,40.9169,"NJ",7511
"Totowa",34,-74.2238,40.9025,"NJ",7512
"Paterson",34,-74.1504,40.9046,"NJ",7513
"Paterson",34,-74.1445,40.9235,"NJ",7514
"Paterson",34,-74.1798,40.9235,"NJ",7522
"Paterson",34,-74.1563,40.93,"NJ",7524
"Paterson",34,-74.1723,40.9169,"NJ",7533
"Haledon",34,-74.1867,40.9358,"NJ",7538
"Paterson",34,-74.1723,40.9169,"NJ",7543
"Paterson",34,-74.1500,40.93,"NJ",7544
"Hackensack",34,-74.0476,40.8876,"NJ",7601
"Hackensack",34,-74.0400,40.89,"NJ",7602
"Bogota",34,-74.0271,40.8773,"NJ",7603
"Hasbrouck Heights",34,-74.0741,40.8642,"NJ",7604
"Leonia",34,-73.9918,40.8625,"NJ",7605
"South Hackensack Township",34,-74.0462,40.864,"NJ",7606
"Maywood",34,-74.0623,40.902,"NJ",7607
"Teterboro",34,-74.0623,40.8527,"NJ",7608
"Alpine",34,-73.9154,40.9403,"NJ",7620
"Bergenfield",34,-74.0006,40.9204,"NJ",7621
"Closter",34,-73.9536,40.9728,"NJ",7624
"Cresskill",34,-73.9566,40.9412,"NJ",7626
"Demarest",34,-73.9536,40.9531,"NJ",7627
"Dumont",34,-73.9889,40.9483,"NJ",7628
"Emerson",34,-74.0271,40.9758,"NJ",7630
"Englewood",34,-73.9771,40.8875,"NJ",7631
"Englewood Cliffs",34,-73.9419,40.8923,"NJ",7632
"Harrington Park",34,-73.9771,40.9958,"NJ",7640
"Haworth",34,-73.9977,40.9618,"NJ",7641
"Hillsdale",34,-74.0447,41.0079,"NJ",7642
"Little Ferry",34,-74.0359,40.8465,"NJ",7643
"Lodi",34,-74.0799,40.8799,"NJ",7644
"Montvale",34,-74.0476,41.055,"NJ",7645
"New Milford",34,-74.0212,40.9356,"NJ",7646
"Northvale",34,-73.9389,41.0027,"NJ",7647
"Norwood",34,-73.9536,40.9925,"NJ",7648
"Oradell",34,-74.0359,40.9549,"NJ",7649
"Palisades Park",34,-73.9977,40.8485,"NJ",7650
"Paramus",34,-74.0653,40.9542,"NJ",7652
"Paramus",34,-74.0758,40.9447,"NJ",7653
"Park Ridge",34,-74.0447,41.0325,"NJ",7656
"Ridgefield",34,-74.0124,40.8333,"NJ",7657
"Ridgefield Park",34,-74.0212,40.8518,"NJ",7660
"River Edge",34,-74.0388,40.9283,"NJ",7661
"Rochelle Park",34,-74.0741,40.9037,"NJ",7662
"Saddle Brook",34,-74.0946,40.9041,"NJ",7663
"Teaneck",34,-74.0124,40.8925,"NJ",7666
"Tenafly",34,-73.9536,40.9137,"NJ",7670
"Westwood",34,-73.9948,41.0229,"NJ",7675
"Woodcliff Lake",34,-74.0594,41.0173,"NJ",7677
"Teterboro",34,-74.0686,40.8533,"NJ",7699
"Red Bank",34,-74.0829,40.3577,"NJ",7701
"Shrewsbury",34,-74.0594,40.3246,"NJ",7702
"Red Bank",34,-74.0462,40.314,"NJ",7703
"Fair Haven",34,-74.0359,40.3611,"NJ",7704
"Allenhurst",34,-74.0013,40.2362,"NJ",7709
"Asbury Park",34,-74.0476,40.2432,"NJ",7712
"Belmar",34,-74.0222,40.1783,"NJ",7715
"Atlantic Highlands",34,-74.0359,40.4108,"NJ",7716
"Avon-by-the-Sea",34,-74.0153,40.1913,"NJ",7717
"Belford",34,-74.0829,40.4174,"NJ",7718
"Belmar",34,-74.0888,40.1642,"NJ",7719
"Bradley Beach",34,-74.0153,40.2013,"NJ",7720
"Cliffwood",34,-74.2326,40.4359,"NJ",7721
"Colts Neck",34,-74.1475,40.2822,"NJ",7722
"Deal",34,-74.0006,40.2466,"NJ",7723
"Eatontown",34,-74.0888,40.3038,"NJ",7724
"Englishtown",34,-74.3479,40.28,"NJ",7726
"Farmingdale",34,-74.1592,40.1941,"NJ",7727
"Freehold",34,-74.2766,40.2304,"NJ",7728
"Hazlet",34,-74.1651,40.429,"NJ",7730
"Howell",34,-74.2062,40.1407,"NJ",7731
"Holmdel",34,-74.1827,40.3767,"NJ",7733
"Keansburg",34,-74.1328,40.4418,"NJ",7734
"Keyport",34,-74.1974,40.436,"NJ",7735
"Leonardo",34,-74.0564,40.4162,"NJ",7737
"Lincroft",34,-74.1299,40.3345,"NJ",7738
"Little Silver",34,-74.0359,40.3312,"NJ",7739
"Long Branch",34,-73.9889,40.2947,"NJ",7740
"Marlboro Township",34,-74.2531,40.3268,"NJ",7746
"Matawan",34,-74.2297,40.4032,"NJ",7747
"Monmouth Beach",34,-73.9889,40.3345,"NJ",7750
"Morganville",34,-74.2531,40.3666,"NJ",7751
"Navesink",34,-74.0355,40.3994,"NJ",7752
"Neptune City",34,-74.0653,40.2208,"NJ",7753
"Neptune",34,-74.05,40.2,"NJ",7754
"Oakhurst",34,-74.0212,40.2669,"NJ",7755
"Ocean Grove",34,-74.008,40.2115,"NJ",7756
"Oceanport",34,-74.0124,40.3179,"NJ",7757
"Port Monmouth",34,-74.0976,40.4319,"NJ",7758
"Spring Lake",34,-74.0359,40.1518,"NJ",7762
"West Long Branch",34,-74.0241,40.2897,"NJ",7764
"Holmdel",34,-74.1846,40.3452,"NJ",7777
"Eatontown",34,-74.05,40.3,"NJ",7799
"Dover",34,-74.5639,40.9397,"NJ",7801
"Dover",34,-74.5625,40.8838,"NJ",7802
"Mine Hill",34,-74.5991,40.8853,"NJ",7803
"Dover",34,-74.5807,40.8866,"NJ",7806
"Alamuchy",34,-74.81,40.92,"NJ",7820
"Andover",34,-74.7229,40.9661,"NJ",7821
"Augusta",34,-74.7044,41.1361,"NJ",7822
"Belvidere",34,-75.0494,40.8122,"NJ",7823
"Blairstown",34,-74.9443,40.9861,"NJ",7825
"Branchville",34,-74.7571,41.1973,"NJ",7826
"Montague Township",34,-74.7454,41.3038,"NJ",7827
"Budd Lake",34,-74.7454,40.8903,"NJ",7828
"Califon",34,-74.7922,40.7185,"NJ",7830
"Denville",34,-74.4819,40.889,"NJ",7834
"Flanders",34,-74.7044,40.8403,"NJ",7836
"Great Meadows",34,-74.9092,40.8925,"NJ",7838
"Hackettstown",34,-74.8507,40.855,"NJ",7840
"Hopatcong",34,-74.6576,40.9426,"NJ",7843
"Hope",34,-74.97,40.91,"NJ",7844
"Kenvil",34,-74.6225,40.8885,"NJ",7847
"Lafayette",34,-74.6752,41.1174,"NJ",7848
"Lake Hopatcong",34,-74.6049,40.9502,"NJ",7849
"Landing",34,-74.6693,40.9047,"NJ",7850
"Layton",34,-74.8858,41.1458,"NJ",7851
"Ledgewood",34,-74.6693,40.8849,"NJ",7852
"Long Valley",34,-74.7922,40.7779,"NJ",7853
"Mount Arlington",34,-74.6371,40.9275,"NJ",7856
"Netcong",34,-74.7015,40.8967,"NJ",7857
"Newton",34,-74.8039,41.0462,"NJ",7860
"Oxford",34,-74.9559,40.7998,"NJ",7863
"Port Murray",34,-74.9033,40.7977,"NJ",7865
"Rockaway",34,-74.4877,40.9736,"NJ",7866
"Dover",34,-74.5815,40.8483,"NJ",7869
"Sparta",34,-74.6283,41.052,"NJ",7871
"Stanhope",34,-74.7044,40.9292,"NJ",7874
"Stillwater",34,-74.8787,41.0359,"NJ",7875
"Succasunna",34,-74.6576,40.8537,"NJ",7876
"Wallpack Center",34,-74.92,41.13,"NJ",7881
"Washington",34,-74.991,40.7549,"NJ",7882
"Wharton",34,-74.5991,40.9149,"NJ",7885
"Branchville",34,-74.7472,41.149,"NJ",7890
"Summit",34,-74.3646,40.7146,"NJ",7901
"Summit",34,-74.36,40.74,"NJ",7902
"Basking Ridge",34,-74.5580,40.6868,"NJ",7920
"Bedminster",34,-74.6986,40.6464,"NJ",7921
"Berkeley Heights",34,-74.435,40.6748,"NJ",7922
"Bernardsville",34,-74.5815,40.7296,"NJ",7924
"Cedar Knolls",34,-74.4555,40.8187,"NJ",7927
"Chatham",34,-74.4115,40.7211,"NJ",7928
"Chester",34,-74.6752,40.7819,"NJ",7930
"Far Hills",34,-74.6986,40.686,"NJ",7931
"Florham Park",34,-74.3881,40.7772,"NJ",7932
"Gillette",34,-74.4701,40.6896,"NJ",7933
"Gladstone",34,-74.6693,40.7267,"NJ",7934
"Green Village",34,-74.4496,40.7338,"NJ",7935
"East Hanover",34,-74.3646,40.8135,"NJ",7936
"Lyons",34,-74.5536,40.6676,"NJ",7939
"Madison",34,-74.4232,40.7623,"NJ",7940
"Mendham",34,-74.6049,40.7724,"NJ",7945
"Millington",34,-74.517,40.6564,"NJ",7946
"Morris Plains",34,-74.4819,40.8495,"NJ",7950
"Morristown",34,-74.5112,40.7794,"NJ",7960
"Convent Station",34,-74.4415,40.7782,"NJ",7961
"Morristown",34,-74.4816,40.7968,"NJ",7962
"Morristown",34,-74.4816,40.7968,"NJ",7963
"Mount Freedom",34,-74.58,40.8123,"NJ",7970
"New Providence",34,-74.3998,40.6997,"NJ",7974
"New Vernon",34,-74.4819,40.7308,"NJ",7976
"Stirling",34,-74.4936,40.673,"NJ",7980
"Whippany",34,-74.4174,40.8258,"NJ",7981
"Whippany",34,-74.4394,40.8251,"NJ",7999
"Alloway",34,-75.3485,39.5583,"NJ",8001
"Cherry Hill",34,-75.0261,39.9312,"NJ",8002
"Cherry Hill",34,-74.9559,39.8817,"NJ",8003
"Atco",34,-74.8624,39.7687,"NJ",8004
"Barnegat",34,-74.3353,39.7878,"NJ",8005
"Barnegat Light",34,-74.1078,39.755,"NJ",8006
"Barrington",34,-75.0524,39.8668,"NJ",8007
"Beach Haven",34,-74.1798,39.6481,"NJ",8008
"Berlin",34,-74.9326,39.7578,"NJ",8009
"Beverly",34,-74.9150,40.052,"NJ",8010
"Blackwood",34,-75.0553,39.7891,"NJ",8012
"Bridgeport",34,-75.3479,39.8069,"NJ",8014
"Browns Mills",34,-74.5229,39.9341,"NJ",8015
"Burlington",34,-74.839,40.067,"NJ",8016
"Chatsworth",34,-74.5229,39.7733,"NJ",8019
"Clarksboro",34,-75.2187,39.7802,"NJ",8020
"Clementon",34,-75.0027,39.8074,"NJ",8021
"Columbus",34,-74.7229,40.0713,"NJ",8022
"Gibbsboro",34,-74.9647,39.8351,"NJ",8026
"Gibbstown",34,-75.2887,39.8195,"NJ",8027
"Glassboro",34,-75.1195,39.7017,"NJ",8028
"Glendora",34,-75.0699,39.8389,"NJ",8029
"Gloucester City",34,-75.1137,39.8874,"NJ",8030
"Bellmawr",34,-75.102,39.8657,"NJ",8031
"Grenloch",34,-75.0589,39.7764,"NJ",8032
"Haddonfield",34,-75.0319,39.8968,"NJ",8033
"Cherry Hill",34,-74.9969,39.9022,"NJ",8034
"Haddon Heights",34,-75.064,39.8783,"NJ",8035
"Hainesport",34,-74.8332,39.9809,"NJ",8036
"Jobstown",34,-74.681,40.0307,"NJ",8041
"Lawnside",34,-75.029,39.8687,"NJ",8045
"Willingboro",34,-74.8858,40.0331,"NJ",8046
"Lumberton",34,-74.8098,39.9577,"NJ",8048
"Magnolia",34,-75.0407,39.8552,"NJ",8049
"Manahawkin",34,-74.2531,39.7061,"NJ",8050
"Mantua",34,-75.1808,39.7879,"NJ",8051
"Maple Shade Township",34,-74.9969,39.9524,"NJ",8052
"Marlton",34,-74.8858,39.8523,"NJ",8053
"Mount Laurel",34,-74.9092,39.9358,"NJ",8054
"Medford",34,-74.8156,39.8429,"NJ",8055
"Mickleton",34,-75.2596,39.7805,"NJ",8056
"Moorestown",34,-74.9326,39.9791,"NJ",8057
"Mount Holly",34,-74.7922,40.0206,"NJ",8060
"Mount Royal",34,-75.1983,39.7952,"NJ",8061
"Mullica Hill",34,-75.2246,39.7053,"NJ",8062
"National Park",34,-75.1866,39.8692,"NJ",8063
"Palmyra",34,-75.0319,40.0073,"NJ",8065
"Paulsboro",34,-75.2304,39.8321,"NJ",8066
"Pedricktown",34,-75.4228,39.7409,"NJ",8067
"Pemberton",34,-74.6635,39.9531,"NJ",8068
"Penns Grove",34,-75.4461,39.7035,"NJ",8069
"Pennsville",34,-75.5160,39.6316,"NJ",8070
"Pitman",34,-75.137,39.7292,"NJ",8071
"Quinton",34,-75.4184,39.5445,"NJ",8072
"Riverside",34,-74.9559,40.0223,"NJ",8075
"Riverton",34,-75.02,40.01,"NJ",8076
"Riverton",34,-74.9969,40.0027,"NJ",8077
"Runnemede",34,-75.0786,39.8526,"NJ",8078
"Salem",34,-75.4112,39.5271,"NJ",8079
"Sewell",34,-75.1195,39.7623,"NJ",8080
"Sicklerville",34,-74.9793,39.7438,"NJ",8081
"Somerdale",34,-75.029,39.8385,"NJ",8083
"Stratford",34,-75.0173,39.8269,"NJ",8084
"Swedesboro",34,-75.3296,39.7491,"NJ",8085
"Thorofare",34,-75.1954,39.8477,"NJ",8086
"Tuckerton",34,-74.3822,39.5929,"NJ",8087
"Vincentown",34,-74.6635,39.8326,"NJ",8088
"Waterford Works",34,-74.8156,39.7221,"NJ",8089
"Wenonah",34,-75.1487,39.7913,"NJ",8090
"West Berlin",34,-74.9150,39.8008,"NJ",8091
"West Creek",34,-74.2766,39.669,"NJ",8092
"Westville",34,-75.137,39.8703,"NJ",8093
"Williamstown",34,-74.9443,39.6686,"NJ",8094
"Winslow",34,-74.8668,39.6596,"NJ",8095
"Woodbury Heights",34,-75.1458,39.8135,"NJ",8097
"Woodstown",34,-75.3179,39.6366,"NJ",8098
"Bellmawr",34,-75.1999,39.87,"NJ",8099
"Camden",34,-75.1182,39.938,"NJ",8100
"Camden",34,-75.12,39.93,"NJ",8101
"Camden",34,-75.1224,39.9514,"NJ",8102
"Camden",34,-75.1108,39.9347,"NJ",8103
"Camden",34,-75.1137,39.9175,"NJ",8104
"Camden",34,-75.0903,39.9547,"NJ",8105
"Audubon",34,-75.0757,39.8899,"NJ",8106
"Merchantville",34,-75.0524,39.9522,"NJ",8109
"Absecon",34,-74.5053,39.4228,"NJ",8201
"Avalon",34,-74.7308,39.0956,"NJ",8202
"Brigantine",34,-74.3998,39.3882,"NJ",8203
"Cape May",34,-74.9326,38.9669,"NJ",8204
"Cape May Court House",34,-74.8507,39.1293,"NJ",8210
"Cape May Point",34,-74.9643,38.9389,"NJ",8212
"Dennisville",34,-74.8256,39.1932,"NJ",8214
"Egg Harbor City",34,-74.5698,39.5781,"NJ",8215
"Goshen",34,-74.871,39.1517,"NJ",8218
"Green Creek",34,-74.9014,39.0461,"NJ",8219
"Linwood",34,-74.5756,39.3413,"NJ",8221
"Marmora",34,-74.6518,39.2552,"NJ",8223
"Northfield",34,-74.5522,39.3786,"NJ",8225
"Ocean City",34,-74.6078,39.2569,"NJ",8226
"Ocean View",34,-74.7229,39.2037,"NJ",8230
"Pleasantville",34,-74.5112,39.3983,"NJ",8232
"Pomona",34,-74.5317,39.4846,"NJ",8240
"Port Republic",34,-74.4936,39.5324,"NJ",8241
"Rio Grande",34,-74.9150,39.0105,"NJ",8242
"Somers Point",34,-74.5991,39.3242,"NJ",8244
"Stone Harbor",34,-74.7834,39.0517,"NJ",8247
"Strathmere",34,-74.6664,39.1988,"NJ",8248
"Wildwood",34,-74.8566,38.9926,"NJ",8260
"Woodbine",34,-74.8039,39.2857,"NJ",8270
"Buena",34,-74.8858,39.5296,"NJ",8310
"Cedarville",34,-75.2129,39.3292,"NJ",8311
"Clayton",34,-75.0903,39.6626,"NJ",8312
"Deerfield",34,-75.2275,39.5313,"NJ",8313
"Delmont",34,-74.9559,39.2144,"NJ",8314
"Dorothy",34,-74.8624,39.405,"NJ",8317
"Elmer",34,-75.1779,39.578,"NJ",8318
"Estell Manor",34,-74.839,39.3614,"NJ",8319
"Fairton",34,-75.22,39.38,"NJ",8320
"Franklinville",34,-75.0261,39.6087,"NJ",8322
"Greenwich",34,-75.3762,39.3909,"NJ",8323
"Heislerville",34,-74.9969,39.2249,"NJ",8324
"Landisville",34,-74.9296,39.543,"NJ",8326
"Leesburg",34,-74.9618,39.2508,"NJ",8327
"Malaga",34,-75.064,39.5758,"NJ",8328
"Mays Landing",34,-74.7571,39.4821,"NJ",8330
"Millville",34,-75.0378,39.3572,"NJ",8332
"Milmay",34,-74.8683,39.4412,"NJ",8340
"Minotola",34,-74.9472,39.5149,"NJ",8341
"Monroeville",34,-75.1662,39.6473,"NJ",8343
"Newfield",34,-75.0027,39.5652,"NJ",8344
"Newport",34,-75.1429,39.2998,"NJ",8345
"Newtonville",34,-74.8595,39.569,"NJ",8346
"Port Elizabeth",34,-74.9852,39.3351,"NJ",8348
"Port Norris",34,-75.0845,39.2414,"NJ",8349
"Richland",34,-74.877,39.4905,"NJ",8350
"Rosenhayn",34,-75.1283,39.4729,"NJ",8352
"Shiloh",34,-75.2975,39.4594,"NJ",8353
"Vineland",34,-75.0378,39.4788,"NJ",8360
"Vineland",34,-74.9559,39.4376,"NJ",8361
"Vineland",34,-75.0095,39.4811,"NJ",8362
"Atlantic City",34,-74.4701,39.3776,"NJ",8401
"Margate City",34,-74.5024,39.3339,"NJ",8402
"Longport",34,-74.539,39.3198,"NJ",8403
"Atlantic City",34,-74.4236,39.3645,"NJ",8404
"Atlantic City",34,-74.4236,39.3645,"NJ",8405
"Ventnor City",34,-74.4848,39.3467,"NJ",8406
"Allentown",34,-74.5580,40.1692,"NJ",8501
"Belle Mead",34,-74.6576,40.4471,"NJ",8502
"Blawenburg",34,-74.7032,40.4076,"NJ",8504
"Bordentown",34,-74.7396,40.1187,"NJ",8505
"Cookstown",34,-74.5522,40.0433,"NJ",8511
"Cranbury",34,-74.5112,40.3225,"NJ",8512
"Cream Ridge",34,-74.4877,40.1396,"NJ",8514
"Florence",34,-74.8098,40.1181,"NJ",8518
"Hightstown",34,-74.5346,40.2459,"NJ",8520
"Hopewell",34,-74.7688,40.3973,"NJ",8525
"Jackson",34,-74.3353,40.1087,"NJ",8527
"Kingston",34,-74.6195,40.3896,"NJ",8528
"Lambertville",34,-74.8858,40.3731,"NJ",8530
"New Egypt",34,-74.476,40.0479,"NJ",8533
"Pennington",34,-74.7922,40.3406,"NJ",8534
"Plainsboro",34,-74.5873,40.3279,"NJ",8536
"Princeton",34,-74.6518,40.3815,"NJ",8540
"Princeton",34,-74.6620,40.3543,"NJ",8542
"Princeton",34,-74.66,40.35,"NJ",8543
"Princeton",34,-74.6785,40.3499,"NJ",8544
"Princeton Junction",34,-74.6283,40.2786,"NJ",8550
"Ringoes",34,-74.839,40.4466,"NJ",8551
"Rocky Hill",34,-74.643,40.3978,"NJ",8553
"Roebling",34,-74.7776,40.1163,"NJ",8554
"Roosevelt",34,-74.4731,40.22,"NJ",8555
"Rosemont",34,-74.9819,40.428,"NJ",8556
"Skillman",34,-74.7229,40.4109,"NJ",8558
"Stockton",34,-74.991,40.4369,"NJ",8559
"Titusville",34,-74.8624,40.3101,"NJ",8560
"Wrightstown",34,-74.5815,40.0723,"NJ",8562
"Cranbury",34,-74.5144,40.3163,"NJ",8570
"Trenton",34,-74.749,40.22,"NJ",8601
"Trenton",34,-74.749,40.22,"NJ",8602
"Trenton",34,-74.749,40.22,"NJ",8603
"Trenton",34,-74.749,40.22,"NJ",8604
"Trenton",34,-74.749,40.22,"NJ",8605
"Trenton",34,-74.749,40.22,"NJ",8606
"Trenton",34,-74.749,40.22,"NJ",8607
"Trenton",34,-74.7674,40.2162,"NJ",8608
"Trenton",34,-74.7483,40.2224,"NJ",8609
"Trenton",34,-74.7161,40.1956,"NJ",8610
"Trenton",34,-74.7308,40.1801,"NJ",8611
"Trenton",34,-74.7864,40.245,"NJ",8618
"Trenton",34,-74.7602,40.2208,"NJ",8625
"Trenton",34,-74.8215,40.2697,"NJ",8628
"Trenton",34,-74.7308,40.2201,"NJ",8629
"Trenton",34,-74.7630,40.2519,"NJ",8638
"Fort Dix",34,-74.6225,40.0028,"NJ",8640
"Trenton",34,-74.5815,40.0122,"NJ",8641
"Lawrence",34,-74.7229,40.2913,"NJ",8648
"Trenton",34,-74.6503,40.1955,"NJ",8650
"Trenton",34,-74.761,40.2212,"NJ",8666
